year,region,country,attack_type,group_name,killed,wounded,total_casualties,target_type,weapon_type,success,latitude,longitude
2007,Middle East,Afghanistan,Hostage Taking,Crimson Path,0,1,1,Police,Firearms,1,27.0564,48.768
2007,Middle East,Iraq,Armed Assault,Iron Vanguard,2,16,18,Civilians,Explosives,1,31.6471,44.712
2007,Africa,Ethiopia,Armed Assault,Red Crescent Brigade,0,24,24,Religious,Vehicle,1,-3.8896,16.5834
2007,Europe,Turkey,Bombing/Explosion,Unknown Cell,31,6,37,Business,Melee,1,49.156,38.4306
2007,Central Asia,Tajikistan,Unarmed Assault,Liberation Front Alpha,4,6,10,Religious,Melee,0,43.9096,76.3588
2007,Central Asia,Kyrgyzstan,Armed Assault,Crimson Path,8,5,13,Civilians,Vehicle,1,47.2857,76.286
2007,Americas,El Salvador,Unarmed Assault,Black Sun Collective,0,1,1,Business,Unknown,1,24.8178,-76.631
2007,Southeast Asia,Thailand,Bombing/Explosion,Unknown Cell,6,63,69,Civilians,Vehicle,1,21.8744,102.1468
2007,Africa,Libya,Bombing/Explosion,Shadow Front,1,47,48,Business,Firearms,1,2.3956,28.2746
2007,Africa,DRC,Bombing/Explosion,Iron Vanguard,7,19,26,Government,Melee,0,15.2565,29.456
2007,Americas,Peru,Facility Attack,Shadow Front,7,16,23,Government,Firearms,1,5.3453,-89.7782
2007,Europe,Turkey,Bombing/Explosion,Grey Wolf Alliance,7,16,23,Government,Explosives,1,40.9546,37.4261
2007,Middle East,Yemen,Bombing/Explosion,Red Crescent Brigade,9,0,9,Military,Melee,1,30.4341,42.5951
2007,Central Asia,Kyrgyzstan,Assassination,Free Sons Movement,0,1,1,Police,Firearms,1,38.385,75.2666
2007,Americas,Peru,Bombing/Explosion,Desert Storm Faction,9,34,43,Civilians,Unknown,1,24.0341,-65.2007
2007,Southeast Asia,Thailand,Armed Assault,Eastern Resistance,3,8,11,Civilians,Explosives,1,10.9454,97.3244
2007,Americas,Colombia,Bombing/Explosion,Iron Vanguard,10,36,46,Religious,Melee,1,21.5828,-72.9746
2007,Europe,Bosnia,Bombing/Explosion,Unknown Cell,35,20,55,Religious,Melee,1,44.3234,39.3775
2007,Africa,Mozambique,Unarmed Assault,Unknown Cell,4,1,5,Military,Melee,0,-0.9922,11.4275
2007,Americas,Colombia,Bombing/Explosion,Grey Wolf Alliance,14,11,25,Business,Firearms,1,15.2159,-70.4782
2007,Southeast Asia,Thailand,Unarmed Assault,Black Sun Collective,1,5,6,Religious,Vehicle,0,5.5542,116.7878
2007,Middle East,Iraq,Unarmed Assault,Silent Thunder,6,0,6,Police,Firearms,1,36.9716,54.2794
2007,Americas,Colombia,Facility Attack,Grey Wolf Alliance,5,6,11,Police,Chemical,0,17.142,-73.5201
2007,Africa,Libya,Bombing/Explosion,Crimson Path,2,6,8,Government,Chemical,1,1.1007,17.7783
2007,South Asia,Bangladesh,Armed Assault,Black Sun Collective,2,2,4,Government,Explosives,1,19.5702,90.9826
2007,Middle East,Afghanistan,Assassination,Eastern Resistance,0,0,0,Police,Explosives,0,32.4933,53.5513
2007,South Asia,Sri Lanka,Unarmed Assault,Red Crescent Brigade,1,6,7,Business,Firearms,0,18.5981,82.0341
2007,Africa,Libya,Armed Assault,Frontier Guard,6,51,57,Police,Explosives,1,5.5256,41.4639
2007,Southeast Asia,Myanmar,Unarmed Assault,Grey Wolf Alliance,1,6,7,Religious,Vehicle,1,7.0534,102.9013
2007,Europe,Ukraine,Bombing/Explosion,Iron Vanguard,36,30,66,Military,Explosives,1,40.2872,19.1734
2007,Americas,Honduras,Unarmed Assault,Silent Thunder,1,6,7,Government,Vehicle,1,13.0464,-76.0765
2007,Middle East,Afghanistan,Unarmed Assault,Shadow Front,0,1,1,Civilians,Melee,1,32.0162,64.8299
2007,Southeast Asia,Thailand,Unarmed Assault,Crimson Path,2,3,5,Police,Vehicle,1,17.5919,108.0707
2007,Southeast Asia,Myanmar,Hostage Taking,Iron Vanguard,0,4,4,Military,Unknown,0,20.5778,123.0986
2007,Middle East,Pakistan,Assassination,Grey Wolf Alliance,2,2,4,Religious,Unknown,0,28.9319,48.719
2007,Americas,Peru,Unarmed Assault,Grey Wolf Alliance,8,2,10,Business,Explosives,1,14.8659,-88.7928
2007,Americas,Honduras,Facility Attack,Red Crescent Brigade,19,5,24,Civilians,Vehicle,1,12.6814,-71.0675
2007,Central Asia,Kyrgyzstan,Unarmed Assault,Frontier Guard,0,6,6,Government,Unknown,1,43.1913,73.6271
2007,Middle East,Afghanistan,Bombing/Explosion,Red Crescent Brigade,20,40,60,Government,Explosives,1,30.3263,42.4854
2007,Africa,Somalia,Unarmed Assault,Grey Wolf Alliance,9,6,15,Military,Unknown,1,-2.6006,27.6692
2007,Middle East,Pakistan,Unarmed Assault,Free Sons Movement,2,8,10,Civilians,Chemical,1,26.5367,50.1626
2007,Africa,Mali,Bombing/Explosion,Eastern Resistance,20,14,34,Government,Chemical,1,6.1206,14.0377
2008,Southeast Asia,Philippines,Armed Assault,Desert Storm Faction,17,3,20,Religious,Vehicle,1,6.4767,99.1045
2008,Southeast Asia,Philippines,Hijacking,Red Crescent Brigade,1,3,4,Business,Explosives,0,8.7815,97.2305
2008,Africa,Libya,Armed Assault,Liberation Front Alpha,10,14,24,Civilians,Unknown,1,14.4261,32.6179
2008,Europe,Ukraine,Unarmed Assault,Unknown Cell,4,2,6,Religious,Chemical,1,50.0972,31.5283
2008,Middle East,Lebanon,Assassination,Storm Seekers,4,0,4,Military,Firearms,1,28.8907,63.3517
2008,Africa,Mozambique,Bombing/Explosion,Unknown Cell,2,9,11,Civilians,Firearms,1,2.065,16.3543
2008,Americas,Mexico,Bombing/Explosion,Shadow Front,13,19,32,Police,Explosives,1,17.2243,-72.2502
2008,Southeast Asia,Thailand,Assassination,Storm Seekers,3,1,4,Military,Unknown,0,15.8411,109.527
2008,Africa,Mali,Facility Attack,Liberation Front Alpha,3,0,3,Business,Unknown,1,14.9187,22.5507
2008,Europe,Bosnia,Bombing/Explosion,Black Sun Collective,9,28,37,Police,Explosives,0,50.7618,34.0984
2008,Africa,Mali,Assassination,Liberation Front Alpha,0,0,0,Religious,Explosives,1,18.9079,31.1396
2008,Europe,Russia,Hostage Taking,Storm Seekers,0,0,0,Military,Vehicle,0,50.3681,30.0265
2008,Middle East,Afghanistan,Bombing/Explosion,Crimson Path,11,5,16,Government,Firearms,0,34.1768,37.7633
2008,Africa,DRC,Armed Assault,Eastern Resistance,10,22,32,Religious,Vehicle,1,1.5175,11.7483
2008,South Asia,Nepal,Assassination,Red Crescent Brigade,1,12,13,Business,Explosives,1,18.6551,81.7401
2008,South Asia,India,Unarmed Assault,Silent Thunder,1,3,4,Civilians,Chemical,1,11.3596,80.9544
2008,Central Asia,Tajikistan,Bombing/Explosion,Iron Vanguard,81,7,88,Religious,Unknown,1,41.527,76.4902
2008,Middle East,Pakistan,Bombing/Explosion,Free Sons Movement,51,1,52,Religious,Chemical,1,26.0409,51.5353
2008,South Asia,Nepal,Facility Attack,Shadow Front,2,0,2,Civilians,Melee,1,13.606,85.6
2008,Central Asia,Kazakhstan,Hostage Taking,Red Crescent Brigade,1,1,2,Government,Chemical,1,41.9794,72.2735
2008,Africa,Nigeria,Bombing/Explosion,Crimson Path,22,12,34,Police,Unknown,1,1.8115,13.9566
2008,Southeast Asia,Indonesia,Bombing/Explosion,Grey Wolf Alliance,8,1,9,Religious,Unknown,0,19.6537,97.2958
2008,Southeast Asia,Indonesia,Bombing/Explosion,Silent Thunder,7,71,78,Business,Unknown,0,15.2828,99.5554
2008,Central Asia,Tajikistan,Bombing/Explosion,Silent Thunder,8,48,56,Civilians,Chemical,1,45.8477,71.3773
2008,Africa,Libya,Armed Assault,Desert Storm Faction,14,5,19,Police,Explosives,1,11.4013,25.0848
2008,Middle East,Syria,Hijacking,Grey Wolf Alliance,0,0,0,Military,Chemical,1,27.6975,56.3835
2008,Europe,Ukraine,Hijacking,Iron Vanguard,0,0,0,Police,Unknown,1,44.4729,28.6645
2008,South Asia,India,Armed Assault,Desert Storm Faction,6,6,12,Government,Firearms,1,20.397,70.6148
2008,South Asia,India,Bombing/Explosion,Iron Vanguard,14,19,33,Military,Firearms,1,32.4944,82.2418
2008,Europe,Turkey,Facility Attack,Crimson Path,2,8,10,Police,Chemical,1,46.7997,20.8107
2008,Africa,Ethiopia,Armed Assault,Frontier Guard,11,0,11,Police,Melee,0,-4.0873,32.0479
2009,Africa,Mali,Hostage Taking,Liberation Front Alpha,0,1,1,Police,Vehicle,1,2.8254,30.8643
2009,Southeast Asia,Indonesia,Armed Assault,Silent Thunder,3,13,16,Civilians,Unknown,0,6.3844,98.1513
2009,Europe,Russia,Hostage Taking,Free Sons Movement,0,0,0,Civilians,Firearms,1,41.4577,19.9342
2009,Middle East,Yemen,Armed Assault,Grey Wolf Alliance,1,3,4,Police,Unknown,0,30.3335,57.7208
2009,Europe,Ukraine,Bombing/Explosion,Desert Storm Faction,16,15,31,Business,Vehicle,0,48.6393,37.0057
2009,Africa,DRC,Assassination,Frontier Guard,2,5,7,Religious,Firearms,1,8.0813,16.5428
2009,Africa,Libya,Armed Assault,Free Sons Movement,6,17,23,Military,Firearms,0,18.177,33.0442
2009,South Asia,Bangladesh,Bombing/Explosion,Shadow Front,6,14,20,Government,Vehicle,1,20.2328,91.8394
2009,Southeast Asia,Myanmar,Bombing/Explosion,Eastern Resistance,22,13,35,Business,Explosives,1,10.6276,96.8332
2009,South Asia,India,Armed Assault,Northern Covenant,7,2,9,Government,Chemical,0,16.9689,68.3391
2009,Africa,Ethiopia,Assassination,Grey Wolf Alliance,1,5,6,Business,Melee,1,14.1747,39.8979
2009,Southeast Asia,Myanmar,Bombing/Explosion,Frontier Guard,36,34,70,Civilians,Firearms,1,8.6795,100.3498
2009,South Asia,Bangladesh,Armed Assault,Frontier Guard,10,9,19,Religious,Chemical,1,33.1331,85.6944
2009,Europe,Russia,Bombing/Explosion,Red Crescent Brigade,15,3,18,Military,Firearms,0,41.0961,35.0838
2009,South Asia,Bangladesh,Facility Attack,Crimson Path,2,4,6,Police,Melee,1,33.2159,71.2874
2009,Europe,Kosovo,Armed Assault,Crimson Path,25,6,31,Police,Chemical,1,42.8893,24.8312
2009,Southeast Asia,Indonesia,Armed Assault,Northern Covenant,6,9,15,Military,Chemical,1,6.3294,113.1614
2009,Southeast Asia,Thailand,Hostage Taking,Storm Seekers,1,2,3,Civilians,Vehicle,1,13.3316,118.669
2009,Americas,El Salvador,Assassination,Storm Seekers,0,2,2,Government,Firearms,1,12.3137,-78.3481
2009,Southeast Asia,Indonesia,Bombing/Explosion,Liberation Front Alpha,31,16,47,Military,Chemical,1,20.6503,100.7295
2009,Southeast Asia,Philippines,Bombing/Explosion,Iron Vanguard,5,28,33,Government,Melee,1,5.0954,104.3117
2009,Africa,Nigeria,Assassination,Silent Thunder,3,0,3,Religious,Explosives,0,11.0419,22.7454
2009,Africa,Libya,Assassination,Frontier Guard,2,5,7,Religious,Chemical,0,16.5796,39.6824
2009,Europe,Kosovo,Bombing/Explosion,Shadow Front,11,110,121,Government,Unknown,0,49.007,35.1858
2009,Middle East,Pakistan,Unarmed Assault,Iron Vanguard,4,6,10,Police,Firearms,0,26.2998,60.6774
2009,Central Asia,Kazakhstan,Bombing/Explosion,Desert Storm Faction,24,4,28,Military,Unknown,1,41.1424,77.8684
2009,Southeast Asia,Philippines,Armed Assault,Unknown Cell,1,7,8,Business,Unknown,0,10.3802,116.2793
2009,Southeast Asia,Thailand,Armed Assault,Iron Vanguard,2,6,8,Military,Unknown,1,19.2412,115.0892
2010,Central Asia,Kyrgyzstan,Bombing/Explosion,Northern Covenant,39,46,85,Religious,Melee,1,42.434,69.1329
2010,Americas,El Salvador,Bombing/Explosion,Grey Wolf Alliance,17,52,69,Government,Unknown,0,23.8218,-82.2209
2010,Middle East,Afghanistan,Armed Assault,Unknown Cell,12,6,18,Civilians,Unknown,1,36.0935,38.5567
2010,South Asia,India,Bombing/Explosion,Shadow Front,4,19,23,Military,Chemical,1,8.5228,72.0641
2010,Southeast Asia,Thailand,Armed Assault,Unknown Cell,10,6,16,Military,Unknown,0,10.2323,115.4267
2010,Southeast Asia,Myanmar,Armed Assault,Liberation Front Alpha,8,1,9,Police,Vehicle,1,8.0261,99.2128
2010,South Asia,Sri Lanka,Bombing/Explosion,Desert Storm Faction,24,45,69,Civilians,Firearms,1,15.6682,84.7414
2010,Europe,Bosnia,Assassination,Storm Seekers,2,10,12,Military,Melee,0,46.2765,35.7375
2010,Middle East,Pakistan,Armed Assault,Storm Seekers,14,28,42,Religious,Chemical,1,36.9188,48.5817
2010,Central Asia,Tajikistan,Bombing/Explosion,Desert Storm Faction,48,43,91,Civilians,Unknown,0,43.5161,76.147
2010,Americas,Mexico,Bombing/Explosion,Storm Seekers,20,0,20,Military,Vehicle,1,23.4384,-77.0743
2010,Europe,Russia,Armed Assault,Shadow Front,5,10,15,Government,Melee,1,44.5349,29.7098
2010,Southeast Asia,Philippines,Assassination,Unknown Cell,0,1,1,Civilians,Explosives,1,13.0834,105.1002
2010,South Asia,Nepal,Armed Assault,Frontier Guard,25,26,51,Police,Vehicle,1,27.5532,78.5362
2010,Americas,Honduras,Assassination,Liberation Front Alpha,3,1,4,Business,Unknown,1,21.6819,-83.6856
2010,Africa,Mozambique,Assassination,Unknown Cell,0,0,0,Business,Melee,1,18.2247,17.4977
2010,Middle East,Yemen,Armed Assault,Grey Wolf Alliance,2,0,2,Military,Melee,0,29.2098,36.8281
2010,Africa,Mali,Unarmed Assault,Shadow Front,0,11,11,Civilians,Chemical,0,-1.7527,20.6607
2010,Africa,Sudan,Facility Attack,Northern Covenant,6,2,8,Military,Vehicle,1,6.5147,31.0755
2010,Africa,Libya,Bombing/Explosion,Red Crescent Brigade,2,19,21,Religious,Firearms,0,5.9137,33.1723
2010,Americas,Peru,Bombing/Explosion,Silent Thunder,0,75,75,Military,Firearms,1,14.416,-72.8303
2010,Europe,Kosovo,Facility Attack,Liberation Front Alpha,2,3,5,Military,Unknown,1,51.0034,24.6893
2010,Europe,Bosnia,Unarmed Assault,Iron Vanguard,1,0,1,Government,Unknown,0,45.0951,24.8463
2010,Europe,Turkey,Bombing/Explosion,Grey Wolf Alliance,18,35,53,Civilians,Chemical,1,42.8219,24.057
2010,Americas,Honduras,Hostage Taking,Northern Covenant,1,0,1,Government,Explosives,1,7.7616,-85.3007
2010,Europe,Ukraine,Armed Assault,Storm Seekers,6,10,16,Police,Unknown,1,41.809,22.7773
2010,Middle East,Afghanistan,Unarmed Assault,Iron Vanguard,6,2,8,Police,Vehicle,1,29.1768,51.0031
2010,Central Asia,Kazakhstan,Armed Assault,Shadow Front,3,11,14,Military,Unknown,1,46.6247,77.0533
2010,Africa,Sudan,Assassination,Storm Seekers,2,1,3,Police,Vehicle,0,-4.7103,30.9222
2010,Europe,Ukraine,Armed Assault,Unknown Cell,4,8,12,Police,Melee,0,41.3915,35.1781
2010,Americas,Peru,Facility Attack,Crimson Path,9,4,13,Military,Unknown,1,15.7005,-80.8785
2010,Europe,Turkey,Hostage Taking,Silent Thunder,2,1,3,Business,Unknown,1,40.0835,38.705
2010,Africa,Mali,Armed Assault,Desert Storm Faction,23,21,44,Civilians,Chemical,1,6.3747,11.5534
2010,Middle East,Yemen,Armed Assault,Liberation Front Alpha,3,23,26,Religious,Explosives,0,32.923,43.3175
2010,Africa,Nigeria,Armed Assault,Desert Storm Faction,0,31,31,Religious,Firearms,1,5.4265,24.2966
2010,Middle East,Pakistan,Bombing/Explosion,Iron Vanguard,17,1,18,Business,Unknown,1,33.6028,43.2102
2010,Middle East,Syria,Hostage Taking,Eastern Resistance,1,5,6,Religious,Unknown,1,35.6053,46.0162
2010,Americas,Mexico,Unarmed Assault,Liberation Front Alpha,0,3,3,Government,Unknown,0,16.3814,-88.984
2010,Middle East,Syria,Assassination,Silent Thunder,2,4,6,Civilians,Unknown,0,35.4665,47.0755
2010,Africa,Libya,Armed Assault,Silent Thunder,4,2,6,Civilians,Explosives,1,13.6692,33.091
2010,Central Asia,Tajikistan,Hijacking,Grey Wolf Alliance,0,1,1,Military,Firearms,1,47.9492,74.2337
2010,Southeast Asia,Philippines,Armed Assault,Silent Thunder,4,35,39,Military,Vehicle,1,20.9031,103.2436
2010,Africa,Nigeria,Assassination,Shadow Front,0,3,3,Police,Firearms,0,1.817,23.0298
2010,Southeast Asia,Myanmar,Bombing/Explosion,Northern Covenant,0,5,5,Military,Vehicle,1,21.5903,104.5448
2010,Middle East,Lebanon,Armed Assault,Eastern Resistance,4,7,11,Business,Explosives,1,33.4661,53.6702
2010,Europe,Turkey,Armed Assault,Liberation Front Alpha,9,28,37,Government,Vehicle,1,46.6919,23.5738
2010,Central Asia,Tajikistan,Bombing/Explosion,Black Sun Collective,18,82,100,Government,Unknown,1,43.3224,67.5502
2010,Europe,Ukraine,Assassination,Liberation Front Alpha,4,2,6,Civilians,Chemical,0,47.5766,29.0331
2010,South Asia,Nepal,Armed Assault,Frontier Guard,14,12,26,Military,Melee,1,20.1519,71.7416
2010,Americas,Peru,Assassination,Grey Wolf Alliance,0,4,4,Religious,Vehicle,0,5.4682,-65.6661
2010,Europe,Russia,Armed Assault,Iron Vanguard,0,10,10,Police,Chemical,1,47.2855,36.2417
2010,South Asia,Sri Lanka,Hijacking,Silent Thunder,1,0,1,Police,Chemical,1,30.4872,86.405
2010,Americas,El Salvador,Armed Assault,Liberation Front Alpha,2,29,31,Religious,Firearms,1,16.985,-82.0149
2010,Middle East,Lebanon,Unarmed Assault,Black Sun Collective,2,1,3,Military,Unknown,0,28.1311,51.5332
2010,Central Asia,Tajikistan,Armed Assault,Free Sons Movement,9,10,19,Military,Vehicle,1,47.2455,67.3545
2010,Europe,Bosnia,Bombing/Explosion,Iron Vanguard,12,100,112,Police,Melee,1,47.8743,32.0838
2010,Americas,El Salvador,Hijacking,Frontier Guard,1,0,1,Business,Vehicle,1,5.5808,-84.3952
2010,Americas,Colombia,Assassination,Red Crescent Brigade,3,6,9,Business,Unknown,1,5.4567,-74.7547
2010,Southeast Asia,Indonesia,Assassination,Black Sun Collective,0,0,0,Business,Melee,1,15.2228,118.6964
2010,Americas,Mexico,Facility Attack,Eastern Resistance,1,8,9,Religious,Firearms,1,19.4612,-84.0171
2010,South Asia,Nepal,Bombing/Explosion,Northern Covenant,16,26,42,Religious,Explosives,0,13.3822,79.0683
2010,Americas,El Salvador,Hijacking,Frontier Guard,2,2,4,Government,Firearms,0,15.0043,-87.2211
2010,Central Asia,Kazakhstan,Bombing/Explosion,Storm Seekers,2,11,13,Police,Unknown,0,38.0688,65.4848
2010,Central Asia,Kyrgyzstan,Hijacking,Silent Thunder,0,0,0,Business,Vehicle,1,42.1709,68.9004
2010,Middle East,Lebanon,Hostage Taking,Free Sons Movement,1,3,4,Religious,Unknown,0,33.2919,48.7171
2010,Middle East,Afghanistan,Facility Attack,Grey Wolf Alliance,1,6,7,Religious,Unknown,0,28.7239,56.7821
2010,Southeast Asia,Indonesia,Armed Assault,Frontier Guard,12,6,18,Civilians,Explosives,1,19.4002,117.7382
2010,Southeast Asia,Myanmar,Armed Assault,Northern Covenant,1,7,8,Government,Unknown,1,20.5206,118.8666
2010,Middle East,Afghanistan,Assassination,Crimson Path,0,8,8,Government,Explosives,1,33.2181,57.8226
2010,Africa,Libya,Assassination,Frontier Guard,0,1,1,Civilians,Melee,0,12.489,28.1834
2010,Central Asia,Kazakhstan,Bombing/Explosion,Silent Thunder,13,113,126,Government,Melee,1,46.8017,73.4531
2010,Africa,Sudan,Assassination,Silent Thunder,0,0,0,Religious,Melee,1,5.9966,19.4361
2010,South Asia,Sri Lanka,Assassination,Frontier Guard,0,0,0,Government,Vehicle,1,13.9259,88.4221
2010,South Asia,India,Bombing/Explosion,Eastern Resistance,4,26,30,Business,Unknown,1,30.626,80.4036
2010,South Asia,Nepal,Assassination,Free Sons Movement,0,0,0,Police,Chemical,0,16.1717,76.9847
2010,Southeast Asia,Myanmar,Facility Attack,Iron Vanguard,8,3,11,Government,Vehicle,1,20.2513,95.427
2011,Africa,Mali,Bombing/Explosion,Northern Covenant,7,9,16,Government,Melee,1,13.219,13.8269
2011,Europe,Kosovo,Assassination,Crimson Path,7,0,7,Business,Unknown,0,50.0797,36.1436
2011,South Asia,Sri Lanka,Armed Assault,Iron Vanguard,18,17,35,Government,Explosives,1,10.5698,75.9084
2011,Americas,Honduras,Facility Attack,Frontier Guard,0,32,32,Business,Chemical,0,24.4087,-88.6006
2011,South Asia,Sri Lanka,Bombing/Explosion,Northern Covenant,5,2,7,Religious,Unknown,1,32.3447,88.5805
2011,Southeast Asia,Indonesia,Bombing/Explosion,Silent Thunder,31,33,64,Civilians,Chemical,1,9.7171,117.2933
2011,South Asia,Nepal,Bombing/Explosion,Iron Vanguard,17,4,21,Business,Firearms,1,27.8037,79.4548
2011,Central Asia,Kazakhstan,Armed Assault,Eastern Resistance,5,18,23,Military,Unknown,1,42.783,71.6285
2011,Middle East,Pakistan,Assassination,Free Sons Movement,0,1,1,Civilians,Chemical,1,31.4013,52.8697
2011,Southeast Asia,Indonesia,Hostage Taking,Shadow Front,0,0,0,Government,Firearms,1,15.7939,117.6663
2011,Central Asia,Tajikistan,Assassination,Desert Storm Faction,4,1,5,Religious,Vehicle,0,41.2864,72.2492
2011,Africa,Libya,Facility Attack,Storm Seekers,20,3,23,Police,Firearms,1,11.9461,26.098
2011,Middle East,Syria,Armed Assault,Red Crescent Brigade,10,3,13,Civilians,Melee,0,30.6241,50.3778
2011,Central Asia,Tajikistan,Assassination,Grey Wolf Alliance,0,0,0,Military,Explosives,0,42.432,74.5682
2011,South Asia,India,Hostage Taking,Eastern Resistance,0,1,1,Civilians,Firearms,1,15.94,86.3941
2011,Southeast Asia,Thailand,Unarmed Assault,Crimson Path,14,4,18,Police,Firearms,1,7.6282,99.6916
2011,Central Asia,Kazakhstan,Facility Attack,Eastern Resistance,1,0,1,Religious,Chemical,1,41.2568,72.747
2011,Americas,El Salvador,Hostage Taking,Free Sons Movement,0,1,1,Government,Melee,1,10.2571,-66.6418
2011,Africa,Sudan,Armed Assault,Black Sun Collective,11,33,44,Business,Unknown,1,13.6303,24.3907
2011,Europe,Kosovo,Bombing/Explosion,Red Crescent Brigade,0,19,19,Police,Vehicle,1,44.9055,31.1448
2011,Central Asia,Tajikistan,Bombing/Explosion,Free Sons Movement,11,28,39,Government,Unknown,1,44.6205,68.8389
2011,Middle East,Afghanistan,Armed Assault,Northern Covenant,6,13,19,Business,Vehicle,1,31.2796,41.7841
2011,Americas,El Salvador,Facility Attack,Silent Thunder,5,0,5,Business,Explosives,1,8.2084,-71.9288
2011,Europe,Ukraine,Facility Attack,Desert Storm Faction,8,0,8,Business,Vehicle,1,50.9066,27.176
2011,Americas,El Salvador,Bombing/Explosion,Unknown Cell,21,14,35,Government,Explosives,1,10.5209,-80.7638
2011,Middle East,Yemen,Bombing/Explosion,Free Sons Movement,12,63,75,Military,Unknown,1,36.7033,57.241
2011,Central Asia,Kazakhstan,Assassination,Frontier Guard,4,5,9,Business,Chemical,1,38.8801,68.6784
2011,Central Asia,Kyrgyzstan,Bombing/Explosion,Crimson Path,12,35,47,Civilians,Chemical,1,44.8957,67.107
2011,Central Asia,Kyrgyzstan,Hostage Taking,Silent Thunder,0,3,3,Military,Melee,0,41.6123,76.5905
2011,South Asia,Nepal,Armed Assault,Desert Storm Faction,4,42,46,Government,Vehicle,1,13.1736,91.3145
2011,Americas,Colombia,Bombing/Explosion,Shadow Front,48,36,84,Business,Unknown,1,12.9262,-77.8411
2011,Middle East,Pakistan,Armed Assault,Crimson Path,2,1,3,Government,Chemical,1,24.4171,50.6221
2011,Central Asia,Kyrgyzstan,Armed Assault,Iron Vanguard,15,2,17,Business,Chemical,1,38.6711,66.1333
2011,Central Asia,Kazakhstan,Armed Assault,Frontier Guard,15,8,23,Religious,Chemical,0,38.8773,78.8375
2011,South Asia,India,Hostage Taking,Silent Thunder,0,3,3,Military,Vehicle,0,20.1086,89.3445
2011,Southeast Asia,Thailand,Bombing/Explosion,Silent Thunder,16,23,39,Police,Unknown,1,12.7188,118.4334
2011,Middle East,Yemen,Assassination,Liberation Front Alpha,1,1,2,Police,Explosives,1,29.0693,36.2476
2011,South Asia,Nepal,Facility Attack,Storm Seekers,7,2,9,Military,Chemical,1,16.4921,78.9861
2011,Central Asia,Kyrgyzstan,Unarmed Assault,Northern Covenant,8,10,18,Government,Unknown,0,39.526,76.5949
2011,South Asia,India,Bombing/Explosion,Liberation Front Alpha,7,35,42,Civilians,Chemical,0,9.0258,71.0558
2011,Africa,DRC,Unarmed Assault,Desert Storm Faction,2,1,3,Military,Unknown,1,2.5732,23.5771
2011,South Asia,Nepal,Bombing/Explosion,Free Sons Movement,80,0,80,Religious,Vehicle,1,32.6484,68.6102
2011,Central Asia,Kyrgyzstan,Bombing/Explosion,Black Sun Collective,5,19,24,Business,Explosives,1,41.9918,68.0845
2011,Central Asia,Kazakhstan,Bombing/Explosion,Red Crescent Brigade,13,24,37,Military,Firearms,1,43.783,72.7474
2011,Middle East,Yemen,Hostage Taking,Iron Vanguard,1,1,2,Business,Melee,0,28.1194,41.5385
2011,Africa,Mozambique,Bombing/Explosion,Black Sun Collective,16,1,17,Police,Explosives,0,-4.5964,22.1609
2011,Central Asia,Kazakhstan,Armed Assault,Desert Storm Faction,3,3,6,Military,Melee,0,42.3415,77.7171
2011,Southeast Asia,Philippines,Assassination,Silent Thunder,0,2,2,Religious,Vehicle,0,5.2695,123.927
2011,Africa,Nigeria,Bombing/Explosion,Red Crescent Brigade,4,9,13,Religious,Firearms,1,-4.7682,26.5959
2011,Europe,Ukraine,Bombing/Explosion,Black Sun Collective,4,80,84,Military,Firearms,0,47.9314,24.2926
2011,Europe,Russia,Bombing/Explosion,Red Crescent Brigade,52,25,77,Government,Chemical,0,48.9036,35.258
2011,Middle East,Syria,Bombing/Explosion,Desert Storm Faction,46,41,87,Business,Firearms,1,32.1291,62.3604
2011,Africa,Nigeria,Facility Attack,Red Crescent Brigade,4,0,4,Police,Melee,1,6.7626,33.5184
2011,Middle East,Pakistan,Armed Assault,Liberation Front Alpha,11,14,25,Military,Chemical,1,26.2066,38.9033
2011,Middle East,Yemen,Hijacking,Unknown Cell,0,2,2,Business,Explosives,0,30.0376,48.0372
2011,Europe,Russia,Facility Attack,Desert Storm Faction,3,9,12,Military,Unknown,1,45.7149,37.4887
2011,Africa,DRC,Unarmed Assault,Free Sons Movement,8,2,10,Business,Unknown,0,6.9447,33.959
2012,South Asia,Sri Lanka,Armed Assault,Black Sun Collective,9,7,16,Government,Firearms,1,10.1369,70.2749
2012,Americas,Colombia,Bombing/Explosion,Eastern Resistance,20,38,58,Religious,Melee,1,18.1874,-81.7844
2012,Americas,Honduras,Armed Assault,Storm Seekers,0,12,12,Military,Melee,0,7.6341,-79.4495
2012,Americas,Colombia,Hostage Taking,Shadow Front,0,1,1,Military,Vehicle,1,20.8839,-65.5117
2012,Southeast Asia,Philippines,Facility Attack,Eastern Resistance,3,11,14,Government,Firearms,1,10.4831,112.1626
2012,South Asia,Bangladesh,Armed Assault,Silent Thunder,1,11,12,Government,Firearms,1,14.8329,78.5567
2012,Southeast Asia,Thailand,Armed Assault,Grey Wolf Alliance,2,23,25,Police,Firearms,1,18.7188,109.6207
2012,Southeast Asia,Philippines,Assassination,Black Sun Collective,5,16,21,Religious,Melee,0,9.4687,118.4586
2012,Middle East,Pakistan,Bombing/Explosion,Silent Thunder,28,37,65,Government,Firearms,0,34.791,39.4881
2012,South Asia,Nepal,Armed Assault,Grey Wolf Alliance,1,4,5,Military,Vehicle,1,32.4283,91.191
